DATESTAMP,INSTRUMENT_ID,LIST_SECTION,RN,SUPERTYPE,INSTRUMENT_TYPE,INSTRUMENT_CATEGORY,TRADE_CODE,ISIN,REGISTRY_NUMBER,REGISTRY_DATE,EMITENT_FULL_NAME,INN,NOMINAL,CURRENCY,ISSUE_AMOUNT,DECISION_DATE,OKSM_EDR,ONLY_EMITENT_FULL_NAME,REG_COUNTRY,QUALIFIED_INVESTOR,HAS_PROSPECTUS,IS_CONCESSION_AGREEMENT,IS_MORTGAGE_AGENT,INCLUDED_DURING_CREATION,SECURITY_HAS_DEFAULT,SECURITY_HAS_TECH_DEFAULT,INCLUDED_WITHOUT_COMPLIANCE,RETAINED_WITHOUT_COMPLIANCE,HAS_RESTRICTION_CIRCULATION,LISTING_LEVEL_HIST,OBLIGATION_PROGRAM_RN,COUPON_PERCENT,EARLY_REPAYMENT,EARLY_REDEMPTION,ISS_BOARDS,OTHER_SECURITIES,DISCLOSURE_PART_PAGE,DISCLOSURE_RF_INFO_PAGE,
"30.11.2018 0:00:00","11438","Второй уровень","629","Облигации","Облигация биржевая","биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-04","RU000A0ZZRK1","RU000A0ZZRK1","4B02-04-55465-E-001P","26.10.2018 0:00:00","Акционерное общество ""Федеральная пассажирская компания""","7708709686","1000","Рубль","5000000","26.10.2018 0:00:00","","","","","+","","","","","","","","","26.10.2018 Включение в Второй уровень","4-55465-E-001P-02E","8,9%","+","","Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)","Облигация корпоративная, 4-01-55465-E, RU000A0JWKN1 Облигация биржевая, 4B02-01-55465-E-001P, RU000A0JXQ28 Облигация биржевая, 4B02-02-55465-E-001P, RU000A0ZYLF7 Облигация биржевая, 4B02-03-55465-E-001P, RU000A0ZYX69 Облигация биржевая, 4B02-05-55465-E-001P, RU000A0ZZTL5","http://fpc.ru/","https://disclosure.skrin.ru/disclosure/7708709686",
"30.11.2018 0:00:00","11463","Второй уровень","630","Облигации","Облигация биржевая","биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-05","RU000A0ZZTL5","RU000A0ZZTL5","4B02-05-55465-E-001P","14.11.2018 0:00:00","Акционерное общество ""Федеральная пассажирская компания""","7708709686","1000","Рубль","10000000","14.11.2018 0:00:00","","","","","+","","","","","","","","","14.11.2018 Включение в Второй уровень","4-55465-E-001P-02E","8,4%","+","","Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)","Облигация корпоративная, 4-01-55465-E, RU000A0JWKN1 Облигация биржевая, 4B02-01-55465-E-001P, RU000A0JXQ28 Облигация биржевая, 4B02-02-55465-E-001P, RU000A0ZYLF7 Облигация биржевая, 4B02-03-55465-E-001P, RU000A0ZYX69 Облигация биржевая, 4B02-04-55465-E-001P, RU000A0ZZRK1","http://fpc.ru/","https://disclosure.skrin.ru/disclosure/7708709686",
"30.11.2018 0:00:00","4839","Второй уровень","631","Облигации","Облигация корпоративная","неконвертируемые процентные документарные облигации на предъявителя серии 02 с обязательным централизованным хранением","RU000A0JTLJ3","RU000A0JTLJ3","4-02-25642-H","09.02.2012 0:00:00","Акционерное общество ""Холдинговая компания ""МЕТАЛЛОИНВЕСТ""","7705392230","1000","Рубль","5000000","07.02.2013 0:00:00","","","","","+","","","+","","","","","","09.06.2014 Включение в Второй уровень 04.07.2013 Включение в Котировальный список ""Б"" 08.02.2013 Включение в Перечень внесписочных ценных бумаг","","7,65%","+","","Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО с ЦК 1 день РПС с ЦК: Облигации РЕПО с ЦК Адресное РЕПО с ЦК 1 день (расч. в USD) РЕПО с ЦК 1 день (расч. в EUR) РЕПО с ЦК 7 дн. РЕПО с ЦК адр. (расч. в USD) РЕПО с ЦК адр.(расч. в EUR) РЕПО c облигациями(расч.в USD) РЕПО с ЦК 7 дней c расчетами в долларах США РЕПО с ЦК 7 дней c расчетами в евро","Облигация корпоративная, 4-01-25642-H, RU000A0JS5B5 Облигация корпоративная, 4-05-25642-H, RU000A0JS5A7 Облигация корпоративная, 4-06-25642-H, RU000A0JS5L4 Облигация корпоративная, 4-03-25642-H, RU000A0JTLL9 Облигация биржевая, 4B02-01-25642-H, RU000A0JVWN8 Облигация биржевая, 4B02-02-25642-H, RU000A0JWBF6 Облигация биржевая, 4B02-03-25642-H Облигация биржевая, 4B02-04-25642-H Облигация биржевая, 4B02-05-25642-H Облигация биржевая, 4B02-06-25642-H Облигация биржевая, 4B02-07-25642-H, RU000A0JW5H6 Облигация биржевая, 4B02-08-25642-H, RU000A0JWBE9 Облигация биржевая, 4B02-09-25642-H Облигация биржевая, 4B02-10-25642-H Облигация биржевая, 4B02-11-25642-H Облигация биржевая, 4B02-12-25642-H Облигация биржевая, 4B02-13-25642-H Облигация биржевая, 4B02-14-25642-H","http://www.metalloinvest.com/investors/disclosure-information","http://www.e-disclosure.ru/portal/company.aspx?id=13358",
"30.11.2018 0:00:00","4840","Второй уровень","632","Облигации","Облигация корпоративная","неконвертируемые процентные документарные облигации на предъявителя серии 03 с обязательным централизованным хранением","RU000A0JTLL9","RU000A0JTLL9","4-03-25642-H","09.02.2012 0:00:00","Акционерное общество ""Холдинговая компания ""МЕТАЛЛОИНВЕСТ""","7705392230","1000","Рубль","5000000","07.02.2013 0:00:00","","","","","+","","","+","","","","","","09.06.2014 Включение в Второй уровень 04.07.2013 Включение в Котировальный список ""Б"" 08.02.2013 Включение в Перечень внесписочных ценных бумаг","","7,65%","+","","Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО с ЦК 1 день РПС с ЦК: Облигации РЕПО с ЦК Адресное РЕПО с ЦК 1 день (расч. в USD) РЕПО с ЦК 1 день (расч. в EUR) РЕПО с ЦК 7 дн. РЕПО с ЦК адр. (расч. в USD) РЕПО с ЦК адр.(расч. в EUR) РЕПО c облигациями(расч.в USD) РЕПО с ЦК 7 дней c расчетами в долларах США РЕПО с ЦК 7 дней c расчетами в евро","Облигация корпоративная, 4-01-25642-H, RU000A0JS5B5 Облигация корпоративная, 4-05-25642-H, RU000A0JS5A7 Облигация корпоративная, 4-06-25642-H, RU000A0JS5L4 Облигация корпоративная, 4-02-25642-H, RU000A0JTLJ3 Облигация биржевая, 4B02-01-25642-H, RU000A0JVWN8 Облигация биржевая, 4B02-02-25642-H, RU000A0JWBF6 Облигация биржевая, 4B02-03-25642-H Облигация биржевая, 4B02-04-25642-H Облигация биржевая, 4B02-05-25642-H Облигация биржевая, 4B02-06-25642-H Облигация биржевая, 4B02-07-25642-H, RU000A0JW5H6 Облигация биржевая, 4B02-08-25642-H, RU000A0JWBE9 Облигация биржевая, 4B02-09-25642-H Облигация биржевая, 4B02-10-25642-H Облигация биржевая, 4B02-11-25642-H Облигация биржевая, 4B02-12-25642-H Облигация биржевая, 4B02-13-25642-H Облигация биржевая, 4B02-14-25642-H","http://www.metalloinvest.com/investors/disclosure-information","http://www.e-disclosure.ru/portal/company.aspx?id=13358",
"30.11.2018 0:00:00","5045","Второй уровень","633","Облигации","Облигация биржевая","биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-01","RU000A0JVWN8","RU000A0JVWN8","4B02-01-25642-H","23.05.2013 0:00:00","Акционерное общество ""Холдинговая компания ""МЕТАЛЛОИНВЕСТ""","7705392230","1000","Рубль","10000000","23.05.2013 0:00:00","","","","","+","","","","","","","","","11.11.2016 Включение в Второй уровень 09.06.2014 Включение в Третий уровень 24.05.2013 Включение в Перечень внесписочных ценных бумаг","","11,85%","+","","Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)","Облигация корпоративная, 4-01-25642-H, RU000A0JS5B5 Облигация корпоративная, 4-05-25642-H, RU000A0JS5A7 Облигация корпоративная, 4-06-25642-H, RU000A0JS5L4 Облигация корпоративная, 4-02-25642-H, RU000A0JTLJ3 Облигация корпоративная, 4-03-25642-H, RU000A0JTLL9 Облигация биржевая, 4B02-02-25642-H, RU000A0JWBF6 Облигация биржевая, 4B02-03-25642-H Облигация биржевая, 4B02-04-25642-H Облигация биржевая, 4B02-05-25642-H Облигация биржевая, 4B02-06-25642-H Облигация биржевая, 4B02-07-25642-H, RU000A0JW5H6 Облигация биржевая, 4B02-08-25642-H, RU000A0JWBE9 Облигация биржевая, 4B02-09-25642-H Облигация биржевая, 4B02-10-25642-H Облигация биржевая, 4B02-11-25642-H Облигация биржевая, 4B02-12-25642-H Облигация биржевая, 4B02-13-25642-H Облигация биржевая, 4B02-14-25642-H","http://www.metalloinvest.com/investors/disclosure-information","http://www.e-disclosure.ru/portal/company.aspx?id=13358",
"30.11.2018 0:00:00","5046","Второй уровень","634","Облигации","Облигация биржевая","биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-02","RU000A0JWBF6","RU000A0JWBF6","4B02-02-25642-H","23.05.2013 0:00:00","Акционерное общество ""Холдинговая компания ""МЕТАЛЛОИНВЕСТ""","7705392230","1000","Рубль","10000000","23.05.2013 0:00:00","","","","","+","","","","","","","","","11.11.2016 Включение в Второй уровень 09.06.2014 Включение в Третий уровень 24.05.2013 Включение в Перечень внесписочных ценных бумаг","","10,95%","+","","Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО с ЦК 1 день РПС с ЦК: Облигации РЕПО с ЦК Адресное РЕПО с ЦК 1 день (расч. в USD) РЕПО с ЦК 1 день (расч. в EUR) РЕПО с ЦК 7 дн. РЕПО с ЦК адр. (расч. в USD) РЕПО с ЦК адр.(расч. в EUR) РЕПО c облигациями(расч.в USD) РЕПО с ЦК 7 дней c расчетами в долларах США РЕПО с ЦК 7 дней c расчетами в евро","Облигация корпоративная, 4-01-25642-H, RU000A0JS5B5 Облигация корпоративная, 4-05-25642-H, RU000A0JS5A7 Облигация корпоративная, 4-06-25642-H, RU000A0JS5L4 Облигация корпоративная, 4-02-25642-H, RU000A0JTLJ3 Облигация корпоративная, 4-03-25642-H, RU000A0JTLL9 Облигация биржевая, 4B02-01-25642-H, RU000A0JVWN8 Облигация биржевая, 4B02-03-25642-H Облигация биржевая, 4B02-04-25642-H Облигация биржевая, 4B02-05-25642-H Облигация биржевая, 4B02-06-25642-H Облигация биржевая, 4B02-07-25642-H, RU000A0JW5H6 Облигация биржевая, 4B02-08-25642-H, RU000A0JWBE9 Облигация биржевая, 4B02-09-25642-H Облигация биржевая, 4B02-10-25642-H Облигация биржевая, 4B02-11-25642-H Облигация биржевая, 4B02-12-25642-H Облигация биржевая, 4B02-13-25642-H Облигация биржевая, 4B02-14-25642-H","http://www.metalloinvest.com/investors/disclosure-information","http://www.e-disclosure.ru/portal/company.aspx?id=13358",
"30.11.2018 0:00:00","5051","Второй уровень","635","Облигации","Облигация биржевая","биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-07","RU000A0JW5H6","RU000A0JW5H6","4B02-07-25642-H","23.05.2013 0:00:00","Акционерное общество ""Холдинговая компания ""МЕТАЛЛОИНВЕСТ""","7705392230","1000","Рубль","5000000","23.05.2013 0:00:00","","","","","+","","","","","","","","","11.11.2016 Включение в Второй уровень 09.06.2014 Включение в Третий уровень 24.05.2013 Включение в Перечень внесписочных ценных бумаг","","11,9%","+","","Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)","Облигация корпоративная, 4-01-25642-H, RU000A0JS5B5 Облигация корпоративная, 4-05-25642-H, RU000A0JS5A7 Облигация корпоративная, 4-06-25642-H, RU000A0JS5L4 Облигация корпоративная, 4-02-25642-H, RU000A0JTLJ3 Облигация корпоративная, 4-03-25642-H, RU000A0JTLL9 Облигация биржевая, 4B02-01-25642-H, RU000A0JVWN8 Облигация биржевая, 4B02-02-25642-H, RU000A0JWBF6 Облигация биржевая, 4B02-03-25642-H Облигация биржевая, 4B02-04-25642-H Облигация биржевая, 4B02-05-25642-H Облигация биржевая, 4B02-06-25642-H Облигация биржевая, 4B02-08-25642-H, RU000A0JWBE9 Облигация биржевая, 4B02-09-25642-H Облигация биржевая, 4B02-10-25642-H Облигация биржевая, 4B02-11-25642-H Облигация биржевая, 4B02-12-25642-H Облигация биржевая, 4B02-13-25642-H Облигация биржевая, 4B02-14-25642-H","http://www.metalloinvest.com/investors/disclosure-information","http://www.e-disclosure.ru/portal/company.aspx?id=13358",
"30.11.2018 0:00:00","5052","Второй уровень","636","Облигации","Облигация биржевая","биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-08","RU000A0JWBE9","RU000A0JWBE9","4B02-08-25642-H","23.05.2013 0:00:00","Акционерное общество ""Холдинговая компания ""МЕТАЛЛОИНВЕСТ""","7705392230","1000","Рубль","5000000","23.05.2013 0:00:00","","","","","+","","","","","","","","","11.11.2016 Включение в Второй уровень 09.06.2014 Включение в Третий уровень 24.05.2013 Включение в Перечень внесписочных ценных бумаг","","10,95%","+","","Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО с ЦК 1 день РПС с ЦК: Облигации РЕПО с ЦК Адресное РЕПО с ЦК 1 день (расч. в USD) РЕПО с ЦК 1 день (расч. в EUR) РЕПО с ЦК 7 дн. РЕПО с ЦК адр. (расч. в USD) РЕПО с ЦК адр.(расч. в EUR) РЕПО c облигациями(расч.в USD) РЕПО с ЦК 7 дней c расчетами в долларах США РЕПО с ЦК 7 дней c расчетами в евро","Облигация корпоративная, 4-01-25642-H, RU000A0JS5B5 Облигация корпоративная, 4-05-25642-H, RU000A0JS5A7 Облигация корпоративная, 4-06-25642-H, RU000A0JS5L4 Облигация корпоративная, 4-02-25642-H, RU000A0JTLJ3 Облигация корпоративная, 4-03-25642-H, RU000A0JTLL9 Облигация биржевая, 4B02-01-25642-H, RU000A0JVWN8 Облигация биржевая, 4B02-02-25642-H, RU000A0JWBF6 Облигация биржевая, 4B02-03-25642-H Облигация биржевая, 4B02-04-25642-H Облигация биржевая, 4B02-05-25642-H Облигация биржевая, 4B02-06-25642-H Облигация биржевая, 4B02-07-25642-H, RU000A0JW5H6 Облигация биржевая, 4B02-09-25642-H Облигация биржевая, 4B02-10-25642-H Облигация биржевая, 4B02-11-25642-H Облигация биржевая, 4B02-12-25642-H Облигация биржевая, 4B02-13-25642-H Облигация биржевая, 4B02-14-25642-H","http://www.metalloinvest.com/investors/disclosure-information","http://www.e-disclosure.ru/portal/company.aspx?id=13358",
"30.11.2018 0:00:00","5867","Второй уровень","637","Облигации","Облигация биржевая","неконвертируемые процентные документарные биржевые облигации на предъявителя с обязательным централизованным хранением серии БО-23","","","4B022300001B","13.05.2014 0:00:00","Акционерное общество ""ЮниКредит Банк""","7710030411","1000","Рубль","10000000","13.05.2014 0:00:00","","","","","+","","","","","","","","","14.05.2018 Включение в Второй уровень 09.06.2014 Включение в Третий уровень 13.05.2014 Включение в Перечень внесписочных ценных бумаг","","","+","","","Облигация биржевая, 4B023500001B Облигация биржевая, 4B021100001B, RU000A0JV052 Облигация биржевая, 4B021200001B Облигация биржевая, 4B021300001B Облигация биржевая, 4B021400001B Облигация биржевая, 4B021500001B Облигация биржевая, 4B021600001B Облигация биржевая, 4B021700001B Облигация биржевая, 4B021800001B Облигация биржевая, 4B021900001B Облигация биржевая, 4B022000001B Облигация биржевая, 4B022100001B, RU000A0JUMJ9 Облигация биржевая, 4B022200001B, RU000A0JUSH0 Облигация биржевая, 4B022400001B Облигация биржевая, 4B022500001B","https://www.unicreditbank.ru/ru/about/issuer-information.html","http://www.e-disclosure.ru/portal/company.aspx?id=2420",
"30.11.2018 0:00:00","6069","Второй уровень","638","Облигации","Облигация биржевая","документарные процентные неконвертируемые биржевые облигации на предъявителя серии БО-05 с обязательным централизованным хранением","RU000A0JVJ45","RU000A0JVJ45","4B020502546B","30.09.2014 0:00:00","Акционерный Коммерческий Банк ""НОВИКОМБАНК"" акционерное общество","7706196340","1000","Рубль","3000000","30.09.2014 0:00:00","","","","","+","","","","","","","","","29.01.2016 Включение в Второй уровень 24.09.2015 Включение в Первый уровень 30.09.2014 Включение в Третий уровень","","7,9%","+","","Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)","Облигация биржевая, 4B020602546B Облигация биржевая, 4B020702546B Облигация биржевая, 4B020802546B Облигация биржевая, 4B020902546B","https://novikom.ru/information-disclosure/","http://www.e-disclosure.ru/portal/company.aspx?id=2254",
"30.11.2018 0:00:00","9655","Второй уровень","639","Облигации","Облигация биржевая","биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-001Р-01","RU000A0JX009","RU000A0JX009","4B02-01-00011-T-001P","14.11.2016 0:00:00","Государственная компания ""Российские автомобильные дороги""","7717151380","1000","Рубль","10000000","14.11.2016 0:00:00","","","","","+","","","","","","","","","14.11.2016 Включение в Второй уровень","4-00011-T-001P-02E","10,25%","+","+","Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО с ЦК 1 день РПС с ЦК: Облигации РЕПО с ЦК Адресное РЕПО с ЦК 1 день (расч. в USD) РЕПО с ЦК 1 день (расч. в EUR) РЕПО с ЦК 7 дн. РЕПО с ЦК адр. (расч. в USD) РЕПО с ЦК адр.(расч. в EUR) РЕПО c облигациями(расч.в USD) РЕПО с ЦК 7 дней c расчетами в долларах США РЕПО с ЦК 7 дней c расчетами в евро","Облигация биржевая, 4B02-02-00011-T-001P, RU000A0ZYKM5 Облигация биржевая, 4B02-03-00011-T-001P, RU000A0ZZPY6","http://www.russianhighways.ru/","http://e-disclosure.ru/portal/company.aspx?id=27572",
"30.11.2018 0:00:00","10633","Второй уровень","640","Облигации","Облигация биржевая","биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-001Р-02","RU000A0ZYKM5","RU000A0ZYKM5","4B02-02-00011-T-001P","17.11.2017 0:00:00","Государственная компания ""Российские автомобильные дороги""","7717151380","1000","Рубль","7000000","17.11.2017 0:00:00","","","","","+","","","","","","","","","17.11.2017 Включение в Второй уровень","4-00011-T-001P-02E","8,1%","+","","Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО с ЦК 1 день РПС с ЦК: Облигации РЕПО с ЦК Адресное РЕПО с ЦК 1 день (расч. в USD) РЕПО с ЦК 1 день (расч. в EUR) РЕПО с ЦК 7 дн. РЕПО с ЦК адр. (расч. в USD) РЕПО с ЦК адр.(расч. в EUR) РЕПО c облигациями(расч.в USD) РЕПО с ЦК 7 дней c расчетами в долларах США РЕПО с ЦК 7 дней c расчетами в евро","Облигация биржевая, 4B02-01-00011-T-001P, RU000A0JX009 Облигация биржевая, 4B02-03-00011-T-001P, RU000A0ZZPY6","http://www.russianhighways.ru/","http://e-disclosure.ru/portal/company.aspx?id=27572",
"30.11.2018 0:00:00","11409","Второй уровень","641","Облигации","Облигация биржевая","биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-001Р-03","RU000A0ZZPY6","RU000A0ZZPY6","4B02-03-00011-T-001P","16.10.2018 0:00:00","Государственная компания ""Российские автомобильные дороги""","7717151380","1000","Рубль","3000000","16.10.2018 0:00:00","","","","","+","","","","","","","","","16.10.2018 Включение в Второй уровень","4-00011-T-001P-02E","8,25%","+","","Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)","Облигация биржевая, 4B02-01-00011-T-001P, RU000A0JX009 Облигация биржевая, 4B02-02-00011-T-001P, RU000A0ZYKM5","http://www.russianhighways.ru/","http://e-disclosure.ru/portal/company.aspx?id=27572",
"30.11.2018 0:00:00","9148","Второй уровень","642","Облигации","Облигация корпоративная","Облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 01","RU000A0JVYG8","RU000A0JVYG8","40102790B","11.11.2015 0:00:00","Государственный специализированный Российский экспортно-импортный банк (акционерное общество)","7704001959","1000","Рубль","5000000","23.11.2015 0:00:00","","","","","+","","","","","","","","","07.08.2017 Включение в Второй уровень 23.11.2015 Включение в Третий уровень","","8,3%","+","","Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО с ЦК 1 день РПС с ЦК: Облигации РЕПО с ЦК Адресное РЕПО с ЦК 1 день (расч. в USD) РЕПО с ЦК 1 день (расч. в EUR) РЕПО с ЦК 7 дн. РЕПО с ЦК адр. (расч. в USD) РЕПО с ЦК адр.(расч. в EUR) РЕПО c облигациями(расч.в USD) РЕПО с ЦК 7 дней c расчетами в долларах США РЕПО с ЦК 7 дней c расчетами в евро","Облигация биржевая, 4B020102790B001P, RU000A0JX2M2","http://eximbank.ru/about/disclosure.php","http://www.e-disclosure.ru/portal/company.aspx?id=1012",
"30.11.2018 0:00:00","6146","Второй уровень","643","Облигации","Облигация субфедеральная","Облигации Воронежской области с фиксированным купонным доходом и амортизацией долга","RU000A0JUWK6","RU000A0JUWK6","RU34007VRO0","10.10.2014 0:00:00","Департамент финансов Воронежской области","3666098668","1000","Рубль","7000000","14.10.2014 0:00:00","","","","","","","","","","","","","","16.04.2015 Включение в Второй уровень 14.10.2014 Включение в Первый уровень","","11,75%","","","Т0 Облигации Размещение: Адресные заявки РПС : Облигации РЕПО c облигациями РЕПО с ЦК 1 день РПС с ЦК: Облигации РЕПО с ЦК Адресное РЕПО с ЦК 1 день (расч. в USD) РЕПО с ЦК 1 день (расч. в EUR) РЕПО с ЦК 7 дн. РЕПО с ЦК адр. (расч. в USD) РЕПО с ЦК адр.(расч. в EUR) РЕПО с ЦК 7 дней c расчетами в долларах США РЕПО с ЦК 7 дней c расчетами в евро","","www.gfu.vrn.ru","",
"30.11.2018 0:00:00","5744","Второй уровень","644","Облигации","Облигация корпоративная","документарные процентные неконвертируемые жилищные облигации с ипотечным покрытием на предъявителя с обязательным централизованным хранением класса ""А""","RU000A0JUD00","RU000A0JUD00","4-04-79226-H","05.12.2013 0:00:00","Закрытое акционерное общество ""Восточно - Сибирский ипотечный агент 2012""","7704812650","1000","Рубль","2614712","25.02.2014 0:00:00","","","","","+","","+","","","","","","","12.08.2014 Включение в Второй уровень 09.06.2014 Включение в Третий уровень 25.02.2014 Включение в Перечень внесписочных ценных бумаг","","8,75%","+","","Т0 Облигации РПС : Облигации РЕПО c облигациями","Облигация корпоративная, 4-05-79226-H, RU000A0JUD34","http://esma2012.ahml.ru/","http://www.e-disclosure.ru/portal/company.aspx?id=33613",
"30.11.2018 0:00:00","3042","Второй уровень","645","Облигации","Облигация корпоративная","Неконвертируемые документарные процентные жилищные облигации с ипотечным покрытием на предъявителя с обязательным централизованным хранением класса ""А2""","RU000A0JQY35","RU000A0JQY35","4-02-72301-H","22.06.2010 0:00:00","Закрытое акционерное общество ""Ипотечный агент АИЖК 2010-1""","7704740780","1000","Рубль","6096000","10.08.2010 0:00:00","","","","","+","","+","","","","","","","12.08.2014 Включение в Второй уровень 09.06.2014 Включение в Третий уровень 10.08.2010 Включение в Перечень внесписочных ценных бумаг","","9%","+","","Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)","","www.maahml2010-1.ru","http://www.e-disclosure.ru/portal/company.aspx?id=26520",
"30.11.2018 0:00:00","3646","Второй уровень","646","Облигации","Облигация корпоративная","документарные процентные неконвертируемые жилищные облигации с ипотечным покрытием на предъявителя с обязательным централизованным хранением класса ""А2""","RU000A0JRMW8","RU000A0JRMW8","4-02-75188-H","23.06.2011 0:00:00","Закрытое акционерное общество ""Ипотечный агент АИЖК 2011-2""","7743799749","1000","Рубль","7457000","22.08.2011 0:00:00","","","","","+","","+","","","","","","","12.08.2014 Включение в Второй уровень 09.06.2014 Включение в Третий уровень 22.08.2011 Включение в Перечень внесписочных ценных бумаг","","9%","+","","Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)","","http://www.maahml2011-2.ru","http://www.e-disclosure.ru/portal/company.aspx?id=29394",
"30.11.2018 0:00:00","5735","Второй уровень","647","Облигации","Облигация корпоративная","неконвертируемые документарные процентные жилищные облигации с ипотечным покрытием на предъявителя с обязательным централизованным хранением класса ""А""","RU000A0JUG15","RU000A0JUG15","4-02-81584-H","22.01.2014 0:00:00","Закрытое акционерное общество ""Ипотечный агент АТБ 2""","7743897217","1000","Рубль","2553373","13.02.2014 0:00:00","","","","","+","","+","","","","","","","25.07.2014 Включение в Второй уровень 09.06.2014 Включение в Третий уровень 14.02.2014 Включение в Перечень внесписочных ценных бумаг","","9%","+","","Т0 Облигации РПС : Облигации РЕПО c облигациями","","http://maatb2.ru","http://www.e-disclosure.ru/portal/company.aspx?id=34016",
"30.11.2018 0:00:00","745","Второй уровень","648","Инвестиционные паи","Пай закрытого ПИФа","инвестиционные паи закрытого паевого инвестиционного фонда  недвижимости ""Монолит""","RU000A0JNUW0","RU000A0JNUW0","0426-78989377","24.11.2005 0:00:00","Закрытое акционерное общество Управляющая компания ""РВМ Капитал""","7722563196","","","","27.10.2006 0:00:00","","","","","","","","","","","","","","09.06.2014 Включение в Второй уровень 28.07.2008 Включение в Котировальный список ""Б"" 27.10.2006 Включение в Перечень внесписочных ценных бумаг","","","","","Т+ Неполные лоты (акции) Т+ Паи РПС с ЦК: Паи РПС: Паи","Пай закрытого ПИФа, 0761-94126902, RU000A0JPCF8 Пай закрытого ПИФа, 0946-94124694, RU000A0JPJ35 Пай закрытого ПИФа, 1028-94135580, RU000A0JPLG7 Пай закрытого ПИФа, 1024-94130281, RU000A0JPM71 Пай закрытого ПИФа, 1820-94152390, RU000A0JQYE3 Пай закрытого ПИФа, 2334, RU000A0JS9A9 Пай закрытого ПИФа, 2729, RU000A0JUKK1","http://www.rwminvest.ru/page/1","http://www.e-disclosure.ru/portal/company.aspx?id=12599",
"30.11.2018 0:00:00","1136","Второй уровень","649","Инвестиционные паи","Пай закрытого ПИФа","инвестиционные паи закрытого паевого инвестиционного фонда смешанных инвестиций ""РВМ Русский Транзит""","RU000A0JPM71","RU000A0JPM71","1024-94130281","18.10.2007 0:00:00","Закрытое акционерное общество Управляющая компания ""РВМ Капитал""","7722563196","","","","04.02.2008 0:00:00","","","","","","","","","","","","","","09.06.2014 Включение в Второй уровень 04.02.2008 Включение в Котировальный список ""Б""","","","","","Т+ Паи РПС с ЦК: Паи РПС: Паи","Пай закрытого ПИФа, 0426-78989377, RU000A0JNUW0 Пай закрытого ПИФа, 0761-94126902, RU000A0JPCF8 Пай закрытого ПИФа, 0946-94124694, RU000A0JPJ35 Пай закрытого ПИФа, 1028-94135580, RU000A0JPLG7 Пай закрытого ПИФа, 1820-94152390, RU000A0JQYE3 Пай закрытого ПИФа, 2334, RU000A0JS9A9 Пай закрытого ПИФа, 2729, RU000A0JUKK1","http://www.rwminvest.ru/page/1","http://www.e-disclosure.ru/portal/company.aspx?id=12599",
